
id,text
61195,"Ужасно медленное приложение, постоянно глючит"
69245,"Слишком дорого, не стоит своих денег"
10605,"Отличный пример того, каким должен быть современный сервис"
95218,"Все функции работают как заявлено, доволен"
89055,"Совершенно разочарован, поддержка не отвечает"
58833,"Приложение приятно удивило, все сделано продуманно"
86409,"После обновления все стало работать хуже, чем было"
20805,"Ничего особенного, обычный сервис без эмоций"
14965,"Очень удобная навигация, все интуитивно понятно"
59640,"Функционал стандартный, но пользоваться можно"
18533,"Все работает как часы, ни одного сбоя за месяц"
58271,Интеграция с другими сервисами просто шикарная
17908,"Плохо, часто вылетает при запуске"
84181,"Постоянные ошибки при авторизации, невозможно зайти"
89087,"В целом неплохо, но есть куда развиваться"
26213,"Ничего особенного, обычный сервис без эмоций"
20035,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
96529,"Сервис подвел в важный момент, больше доверять не буду"
27285,"Подойдет для базовых задач, не более"
75199,"Все функции работают как заявлено, доволен"
83134,"Работает как надо, без сюрпризов"
86074,"В целом нормально, но есть мелкие баги"
83960,"Шикарно, лучшая реализация из всех, что пробовал"
64699,"Приложение глючит и вылетает, пользоваться невозможно"
81636,"Приложение глючит и вылетает, пользоваться невозможно"
26112,"Шикарно, лучшая реализация из всех, что пробовал"
85919,Функций достаточно для повседневного использования
22334,"Выполняет свою работу, но без изюминки"
24537,"Неудобно, много лишних шагов при оплате"
51879,"Интерфейс понятный, но хотелось бы больше настроек"
51547,"Отвратительно, вообще ничего не работает"
26096,"Слишком дорого, не стоит своих денег"
69482,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
94649,"Отличное приложение, работает супер быстро"
86673,"Ок, выполняет свои задачи, но без вау-эффекта"
32446,"Все работает как часы, ни одного сбоя за месяц"
86234,"Все функции работают как заявлено, доволен"
50737,"После обновления все стало работать хуже, чем было"
21513,"Отличное приложение, работает супер быстро"
71863,"Нейтрально, просто еще одно приложение на телефоне"
18762,"Супер опыт, рекомендую друзьям и коллегам"
86613,"В целом неплохо, но есть куда развиваться"
12009,"Ок, выполняет свои задачи, но без вау-эффекта"
89507,"Поддержка ответила быстро, проблему решили"
69194,"Разочарование, ожидал гораздо большего"
60062,"Супер опыт, рекомендую друзьям и коллегам"
16722,Не заметил особых преимуществ по сравнению с аналогами
79309,"Непрозрачные комиссии, деньги списываются непонятно за что"
99459,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
38459,"Приложение приятно удивило, все сделано продуманно"
19035,"Разочарование, ожидал гораздо большего"
78341,"Ок, выполняет свои задачи, но без вау-эффекта"
31565,"Слишком дорого, не стоит своих денег"
20971,"Сервис понравился, очень удобный интерфейс"
78345,"Поддержка ответила быстро, проблему решили"
97918,"В целом неплохо, но есть куда развиваться"
27751,"Приложение глючит и вылетает, пользоваться невозможно"
19342,"Шикарно, лучшая реализация из всех, что пробовал"
89028,"Супер опыт, рекомендую друзьям и коллегам"
82376,"Поставил и пользуюсь время от времени, без восторга"
51275,"Удобные уведомления, ничего не пропускаю"
48875,"Нравится новый дизайн, стало гораздо удобнее"
58141,"Плохо, часто вылетает при запуске"
13052,Поддержка игнорирует обращения неделями
31415,"Поддержка ответила быстро, проблему решили"
97581,"Шикарно, лучшая реализация из всех, что пробовал"
93786,Не заметил особых преимуществ по сравнению с аналогами
49383,"Поддержка ответила быстро, проблему решили"
10293,"Удобные уведомления, ничего не пропускаю"
24498,"Непрозрачные комиссии, деньги списываются непонятно за что"
32928,Интеграция с другими сервисами просто шикарная
97053,"Плохо, часто вылетает при запуске"
12324,"Все работает как часы, ни одного сбоя за месяц"
75262,"Все работает как часы, ни одного сбоя за месяц"
91177,"Работает как надо, без сюрпризов"
81449,"Непрозрачные комиссии, деньги списываются непонятно за что"
